Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/England/CAMB-1AEC78/2020	EPI_ISL_448066	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AEC96/2020	EPI_ISL_448068	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AED39/2020	EPI_ISL_448077	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.126	GR
hCoV-19/England/CAMB-1AEF24/2020	EPI_ISL_448079	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.64	GR
hCoV-19/England/CAMB-1AF5A9/2020	EPI_ISL_448083	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AF64C/2020	EPI_ISL_448088	2020-05-08	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1AF66A/2020	EPI_ISL_448089	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore		Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.159	GR
hCoV-19/England/CAMB-1AFFF6/2020	EPI_ISL_448096	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.89	GR
hCoV-19/England/CAMB-1B000E/2020	EPI_ISL_448097	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1B001D/2020	EPI_ISL_448098	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.89	GR
hCoV-19/England/NORW-E9D7F/2020	EPI_ISL_448364	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E9D8E/2020	EPI_ISL_448365	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E9DE8/2020	EPI_ISL_448369	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E9E6D/2020	EPI_ISL_448374	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.67	GR
hCoV-19/England/NORW-E9EF4/2020	EPI_ISL_448380	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NORW-E9FF1/2020	EPI_ISL_448384	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.127	GR
hCoV-19/England/NORW-EA057/2020	EPI_ISL_448387	2020-05-03	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/England/NOTT-110C08/2020	EPI_ISL_448393	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-110C62/2020	EPI_ISL_448398	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.256	GR
hCoV-19/England/NOTT-110C71/2020	EPI_ISL_448399	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/Scotland/EDB3973/2020	EPI_ISL_449265	2020-05-03	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore		NSP13_R178stop results in 70.5% truncation of the protein sequence.	info	B.1.1.74	GR
hCoV-19/Poland/Sla8/2020	EPI_ISL_451662	2020-05-05	Europe / Poland / Slask	Human	Original		Active miner	Nanopore MinION	ARTICv3 / Geneious Prime 2020.1.2			B.1.1.74	GR
hCoV-19/Poland/Sla9/2020	EPI_ISL_451663	2020-05-05	Europe / Poland / Slask	Human	Original		Active miner	Nanopore MinION	ARTICv3 / Geneious Prime 2020.1.2			B.1.1.74	GR
hCoV-19/Poland/Sla10/2020	EPI_ISL_451664	2020-05-05	Europe / Poland / Slask	Human	Original		Active miner	Nanopore MinION	ARTICv3 / Geneious Prime 2020.1.2			B.1.1.74	GR
hCoV-19/England/CAMB-1AEF15/2020	EPI_ISL_452871	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/CAMB-1B0183/2020	EPI_ISL_452884	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore		Gap of 1 nucleotides when compared to the reference sequence.	info	B.1.1.74	GR
hCoV-19/England/LIVE-9F1C7/2020	EPI_ISL_453435	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.159	GR
hCoV-19/England/LIVE-9F21F/2020	EPI_ISL_453437	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/LIVE-9F26A/2020	EPI_ISL_453441	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.159	GR
hCoV-19/England/LIVE-9F2D3/2020	EPI_ISL_453442	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/LIVE-9F3B2/2020	EPI_ISL_453452	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.38	GR
hCoV-19/England/LIVE-9F3C1/2020	EPI_ISL_453453	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/NOTT-11100B/2020	EPI_ISL_453615	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore		Gap of 2 nucleotides when compared to the reference sequence.	info	B.1.1.149	GR
hCoV-19/England/NOTT-11101A/2020	EPI_ISL_453616	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore		Gap of 2 nucleotides when compared to the reference sequence.	info	B.1.1.149	GR
hCoV-19/England/NOTT-111047/2020	EPI_ISL_453619	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-111056/2020	EPI_ISL_453620	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.55	GR
hCoV-19/England/NOTT-111074/2020	EPI_ISL_453622	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-111083/2020	EPI_ISL_453623	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-111092/2020	EPI_ISL_453624	2020-05-07	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-1110B0/2020	EPI_ISL_453626	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.55	GR
hCoV-19/England/NOTT-1110CF/2020	EPI_ISL_453627	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-1110DE/2020	EPI_ISL_453628	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.41	GR
hCoV-19/England/NOTT-1110FC/2020	EPI_ISL_453629	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-111117/2020	EPI_ISL_453631	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.55	GR
hCoV-19/England/NOTT-111126/2020	EPI_ISL_453632	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.55	GR
hCoV-19/Portugal/PT0497/2020	EPI_ISL_454221	2020-05-01	Europe / Portugal	Human	Original			Illumina NextSeq 550	INSaFLU			B.1.1.74	GR
hCoV-19/Belgium/ULG-10173/2020	EPI_ISL_455961	2020-05-08	Europe / Belgium / Liège	Human	Original			Nanopore MinION	Artic network			B.1.1.1	GR
hCoV-19/Belgium/ULG-10174/2020	EPI_ISL_455962	2020-05-08	Europe / Belgium / Liège	Human	Original			Nanopore MinION	Artic network			B.1.1.71	GR
hCoV-19/Belgium/ULG-10175/2020	EPI_ISL_455963	2020-05-08	Europe / Belgium / Liège	Human	Original			Nanopore MinION	Artic network			B.1.1	GR
hCoV-19/Scotland/CVR3347/2020	EPI_ISL_456783	2020-05-06	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.20	GR
hCoV-19/Scotland/CVR3355/2020	EPI_ISL_456787	2020-05-01	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Scotland/CVR3367/2020	EPI_ISL_456797	2020-05-03	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.1	GR
hCoV-19/Scotland/CVR3368/2020	EPI_ISL_456798	2020-05-03	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.250	GR
hCoV-19/Scotland/CVR3415/2020	EPI_ISL_456838	2020-05-07	Europe / United Kingdom / Scotland	Human	Original			Illumina		Gap of 54 nucleotide at refpos 27697 - probable frameshift. Submitter info: gap is true	info	B.1.1.220	GR
hCoV-19/Scotland/CVR3436/2020	EPI_ISL_456851	2020-05-07	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Scotland/CVR3439/2020	EPI_ISL_456852	2020-05-08	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Scotland/CVR3441/2020	EPI_ISL_456854	2020-05-07	Europe / United Kingdom / Scotland	Human	Original			Illumina				B.1.1.74	GR
hCoV-19/Scotland/EDB4486/2020	EPI_ISL_456943	2020-05-05	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.4	GR
hCoV-19/Scotland/EDB4494/2020	EPI_ISL_456944	2020-05-05	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.4	GR
hCoV-19/Scotland/EDB4508/2020	EPI_ISL_456947	2020-05-06	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.8	GR
hCoV-19/Scotland/EDB4511/2020	EPI_ISL_456948	2020-05-06	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/EXET-136686/2020	EPI_ISL_457229	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/EXET-136792/2020	EPI_ISL_457234	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.106	GR
hCoV-19/England/EXET-136914/2020	EPI_ISL_457241	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/EXET-136A11/2020	EPI_ISL_457243	2020-05-06	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/EXET-136A99/2020	EPI_ISL_457246	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/EXET-136B96/2020	EPI_ISL_457253	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/NORW-EC626/2020	EPI_ISL_457542	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina				B.1.1.182	GR
hCoV-19/England/NOTT-111539/2020	EPI_ISL_457577	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.55	GR
hCoV-19/England/NOTT-111548/2020	EPI_ISL_457578	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/NOTT-111557/2020	EPI_ISL_457579	2020-05-05	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/SHEF-C0989/2020	EPI_ISL_457581	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/SHEF-C2477/2020	EPI_ISL_457592	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/SHEF-C2671/2020	EPI_ISL_457593	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/SHEF-C27F6/2020	EPI_ISL_457594	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/SHEF-C2C7F/2020	EPI_ISL_457596	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/SHEF-C4F74/2020	EPI_ISL_457606	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/SHEF-C7339/2020	EPI_ISL_457617	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/SHEF-C7454/2020	EPI_ISL_457618	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/SHEF-C7928/2020	EPI_ISL_457620	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/SHEF-C8A33/2020	EPI_ISL_457633	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/SHEF-C95B9/2020	EPI_ISL_457636	2020-05-01	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/SHEF-C9A05/2020	EPI_ISL_457637	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/England/SHEF-CA266/2020	EPI_ISL_457640	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.31	GR
hCoV-19/England/SHEF-CB7C0/2020	EPI_ISL_457647	2020-05-03	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.5	GR
hCoV-19/England/SHEF-CFFF1/2020	EPI_ISL_457670	2020-05-04	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/England/SHEF-D0388/2020	EPI_ISL_457672	2020-05-02	Europe / United Kingdom / England	Human	Original			Oxford Nanopore				B.1.1.74	GR
hCoV-19/Oman/205034466/2020	EPI_ISL_457705	2020-05-08	Asia / Oman / Muscat	Human	Original	Oropharyngeal swab		Ion Torrent	Assembly Trinity			B.1.1.27	GR
hCoV-19/India/TN-CCMB-C16/2020	EPI_ISL_458039	2020-05-06	Asia / India / Tamil Nadu / Chennai	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq 6000	Reference based			B.1.1.46	GR
hCoV-19/India/TN-CCMB-C19/2020	EPI_ISL_458040	2020-05-06	Asia / India / Tamil Nadu / Chennai	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq 6000	Reference based			B.1.1.74	GR
hCoV-19/India/TN-CCMB-C15/2020	EPI_ISL_458041	2020-05-06	Asia / India / Tamil Nadu / Chennai	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq 6000	Reference based			B.1.1.46	GR
hCoV-19/India/TN-CCMB-C18/2020	EPI_ISL_458042	2020-05-06	Asia / India / Tamil Nadu / Chennai	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq 6000	Reference based			B.1.1.46	GR
hCoV-19/India/TN-CCMB-C14/2020	EPI_ISL_458043	2020-05-06	Asia / India / Tamil Nadu / Chennai	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq 6000	Reference based			B.1.1.201	GR
hCoV-19/India/TN-CCMB-C17/2020	EPI_ISL_458044	2020-05-06	Asia / India / Tamil Nadu / Chennai	Human	Original	Nasopharyngeal and oropharyngeal swab		Illumina NovaSeq 6000	Reference based			B.1.1.201	GR
hCoV-19/Oman/205033013/2020	EPI_ISL_458116	2020-05-01	Asia / Oman / Muscat	Human	Original	Tracheal swab		Ion Torrent	AssemblyTrinity			B.1.1.27	GR
hCoV-19/Oman/205033010/2020	EPI_ISL_458118	2020-05-01	Asia / Oman / Muscat	Human	Original	Oropharyngeal swab		Ion Torrent	AssemblyTrinity			B.1.1.27	GR
hCoV-19/Oman/205033391/2020	EPI_ISL_458124	2020-05-03	Asia / Oman / Muscat	Human	Original	Oropharyngeal swab		Ion Torrent	AssemblyTrinity	Insertion of 2 nucleotides when compared to the reference sequence.	info	B.1.1.27	GR
hCoV-19/England/BRIS-12AF7B/2020	EPI_ISL_458400	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12ADBD/2020	EPI_ISL_458427	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.199	GR
hCoV-19/England/BRIS-12A755/2020	EPI_ISL_458431	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.10	GR
hCoV-19/England/BRIS-12AC38/2020	EPI_ISL_458434	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS7a_Q62stop results in 49.6% truncation of the protein sequence.	info	B.1.1.220	GR
hCoV-19/England/BRIS-12AC47/2020	EPI_ISL_458441	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS7a_Q62stop results in 49.6% truncation of the protein sequence.	info	B.1.1.220	GR
hCoV-19/England/BRIS-12AB59/2020	EPI_ISL_458442	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.10	GR
hCoV-19/England/BRIS-12ADAE/2020	EPI_ISL_458447	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		NS8_E106stop results in 13.2% truncation of the protein sequence.	info	B.1.1.199	GR
hCoV-19/England/BRIS-12AEE7/2020	EPI_ISL_458470	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.10	GR
hCoV-19/England/BRIS-12AE7E/2020	EPI_ISL_458479	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.1	GR
hCoV-19/England/BRIS-12A6FE/2020	EPI_ISL_458485	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12A70A/2020	EPI_ISL_458489	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.8	GR
hCoV-19/England/BRIS-12AD35/2020	EPI_ISL_458496	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/BRIS-12ACCF/2020	EPI_ISL_458502	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1	GR
hCoV-19/England/BRIS-12AF6C/2020	EPI_ISL_458513	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/CAMB-1B1595/2020	EPI_ISL_458529	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.313	GR
hCoV-19/England/CAMB-1B143E/2020	EPI_ISL_458533	2020-05-08	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.1.313	GR
hCoV-19/England/CAMB-1B1498/2020	EPI_ISL_458556	2020-05-08	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.159	GR
hCoV-19/England/CAMB-1B15E0/2020	EPI_ISL_458559	2020-05-06	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		Gap of 9 nucleotides when compared to the reference sequence.	info	B.1.1.152	GR
hCoV-19/England/CAMB-1B13C8/2020	EPI_ISL_458576	2020-05-08	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.1.313	GR
hCoV-19/England/CAMB-1B1182/2020	EPI_ISL_459166	2020-05-07	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq		Gap of 3 nucleotides when compared to the reference sequence.	info	B.1.1.313	GR
hCoV-19/England/CAMB-1B08E8/2020	EPI_ISL_459167	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.279	GR
hCoV-19/England/CAMB-1B087F/2020	EPI_ISL_459169	2020-05-04	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.313	GR
hCoV-19/England/CAMB-1B0930/2020	EPI_ISL_459174	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/CAMB-1AFB7A/2020	EPI_ISL_459194	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.178	GR
hCoV-19/England/CAMB-1B0217/2020	EPI_ISL_459315	2020-05-02	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/CAMB-1AF952/2020	EPI_ISL_459316	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/England/CAMB-1AF63D/2020	EPI_ISL_459317	2020-05-01	Europe / United Kingdom / England	Human	Original			Illumina NovaSeq				B.1.1.74	GR
hCoV-19/Netherlands/Friesland_40/2020	EPI_ISL_460855	2020-05-01	Europe / Netherlands / Friesland	Human	Original			Nanopore				B.1.1.257	GR
hCoV-19/Netherlands/NA_640/2020	EPI_ISL_461075	2020-05-03	Europe / Netherlands	Human	Original			Nanopore				B.1.1.71	GR
hCoV-19/Netherlands/NoordHolland_23/2020	EPI_ISL_461213	2020-05-06	Europe / Netherlands / Noord Holland	Human	Original			Nanopore				B.1.1.247	GR
hCoV-19/Scotland/EDB4517/2020	EPI_ISL_461714	2020-05-06	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.4	GR
hCoV-19/Scotland/EDB4535/2020	EPI_ISL_461718	2020-05-06	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.14	GR
hCoV-19/Scotland/EDB4536/2020	EPI_ISL_461719	2020-05-06	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.14	GR
hCoV-19/Scotland/EDB4546/2020	EPI_ISL_461720	2020-05-05	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.1	GR
hCoV-19/Scotland/EDB4547/2020	EPI_ISL_461721	2020-05-05	Europe / United Kingdom / Scotland	Human	Original			Oxford Nanopore				B.1.1.4	GR
